y_test,y_pred
11,8.646498
33,37.247192
278,327.41806
340,328.53757
61,55.840935
45,37.446857
160,179.17981
9,4.8218975
31,29.947992
25,20.460135
70,73.5844
55,56.59063
234,231.45616
246,289.72815
3,4.0112867
47,40.06632
45,34.97477
62,34.52941
418,464.51132
20,24.351574
40,40.13635
28,30.520609
10,8.653883
47,58.01494
293,354.6101
51,42.178345
55,30.432838
758,768.26904
108,77.748695
56,69.98017
39,55.81519
27,25.668009
2,8.018757
71,60.461777
0,19.994457
8,6.101234
7,10.3877735
135,99.48204
21,15.219638
6,8.975108
58,48.156643
7,13.532018
14,16.951483
6,10.760464
0,10.953315
36,36.332066
49,40.000248
36,48.15496
0,27.99345
16,7.785613
33,38.23531
7,2.126958
264,274.646
399,466.59717
21,13.496382
86,72.67955
61,58.931786
67,68.92651
79,62.698612
61,73.618614
43,56.053585
31,26.468954
9,12.394106
55,51.36428
64,67.24494
88,74.78666
50,65.18258
249,280.54626
26,31.091902
7,-2.311582
322,302.41827
201,249.92061
13,14.047069
30,49.108646
68,81.10785
0,24.013418
309,370.65332
38,30.860296
29,33.83131
100,78.792145
36,38.053078
61,50.837444
561,511.06757
40,56.663692
6,4.400977
305,324.3563
72,69.991554
273,300.1203
54,63.129227
4,6.895851
0,29.398048
89,66.31416
6,8.536462
18,13.187859
46,51.541035
72,61.605804
14,15.389179
49,53.788555
27,21.372349
2,1.6205287
38,33.95747
372,334.87802
29,13.335954
5,10.5906315
53,58.922485
28,29.031597
0,8.805358
46,47.28959
67,55.34368
39,35.058704
22,14.041595
8,7.745715
51,40.65477
229,234.47162
52,48.442726
6,3.4999952
75,58.94748
36,22.170797
155,199.81548
256,225.4151
10,9.400979
3,4.669366
32,34.798542
278,284.62003
32,30.760578
62,79.52748
68,80.38135
4,8.304042
16,13.295784
44,44.296906
19,20.72392
26,27.427122
41,49.14087
50,46.257145
67,50.655357
29,29.014175
173,183.94177
190,230.00505
43,51.316
16,11.932568
13,12.6412115
0,32.404564
213,202.32553
19,11.098119
111,87.26646
159,128.814
78,92.227936
46,34.761448
73,85.787895
17,16.09871
10,8.296779
42,41.37205
27,30.489416
11,12.158087
81,75.606766
33,36.703453
87,103.67953
37,35.104733
215,221.72011
306,278.1682
48,26.3395
35,34.933983
19,24.186117
14,12.9967165
41,46.216984
343,276.01453
92,100.13698
234,306.5877
296,249.31627
9,11.795846
55,66.75743
281,335.80017
39,53.755882
7,7.028841
6,7.0068774
497,437.0139
35,34.534836
34,49.173252
11,8.750605
59,59.708637
27,16.341747
17,10.496028
37,36.323345
67,69.670494
15,13.525509
98,91.234245
42,45.093185
20,21.718132
9,11.073815
86,78.36533
21,17.596539
369,358.64624
368,332.29562
57,61.435074
13,11.053272
224,256.6048
28,32.936726
10,4.6857257
0,14.238386
22,18.875347
87,100.94209
5,3.0442781
41,37.002926
88,61.185314
43,48.62213
40,45.504757
69,63.07727
451,334.62775
19,21.478632
35,41.10468
107,126.64402
37,48.738647
0,13.42601
72,59.533638
62,68.11418
36,36.619755
223,192.38899
37,29.014175
8,9.629463
52,44.271523
33,38.188896
371,372.79578
73,56.644936
179,227.82558
46,52.280434
95,101.26014
45,42.099274
31,29.523489
27,35.53451
28,41.150402
21,24.842611
3,3.5803802
22,19.606733
25,32.10472
31,38.84438
73,75.47555
10,16.724895
17,23.658987
36,48.26771
69,57.22627
36,36.77225
11,15.754684
54,58.362064
68,67.61249
62,63.037876
533,579.52673
27,15.176798
12,12.509738
56,55.468815
20,17.651127
25,28.3582
38,39.084614
4,7.2375536
0,12.752626
34,22.62729
19,15.219638
23,13.016707
36,40.06815
105,76.22103
43,39.90328
273,337.68533
10,13.01468
84,69.08144
76,97.49949
18,18.376026
48,41.995247
35,21.4384
10,6.5015526
201,177.48688
8,7.540786
1,3.1805935
32,24.34228
8,6.0042753
0,71.889
42,34.2762
5,6.909084
2,4.6744366
165,196.5661
25,15.654618
20,15.890138
8,9.644718
5,7.9482193
55,48.582954
24,22.960978
66,56.141228
61,38.53256
341,342.55438
251,256.67993
9,15.92627
51,50.806633
13,9.094121
50,51.25329
40,62.799576
6,9.55969
47,57.051647
30,39.10398
28,51.321716
3,9.050542
86,84.932045
16,13.847634
20,13.390832
83,76.56114
10,7.583829
6,7.047347
227,201.67589
9,9.543879
189,232.0384
0,18.08904
0,24.007431
40,15.427991
37,34.550827
581,493.00745
52,48.583736
51,44.414097
52,54.94468
86,96.868324
24,13.60409
58,52.183975
11,8.462512
72,67.74533
348,276.01453
37,48.729347
45,56.00676
30,28.058882
313,269.5596
655,532.6763
5,3.7819633
35,35.09967
31,33.663292
50,39.642467
215,194.41968
18,14.160816
34,35.664543
0,11.34699
146,174.17448
218,231.65712
61,49.495724
5,10.56627
20,13.377424
36,50.70353
31,36.218697
18,17.110596
74,91.98064
27,28.349241
40,55.04541
315,321.92096
53,49.106377
10,7.0350776
54,65.57701
39,46.17509
15,9.89868
44,25.460117
5,2.3052566
206,243.76807
45,46.53049
39,42.146446
44,44.36552
0,23.464777
71,68.51573
22,14.922954
3,-0.92952275
42,42.48123
81,73.80492
11,10.964404
23,19.181278
182,200.14265
13,10.908993
18,15.288718
4,6.2192936
77,81.10233
42,42.428677
468,378.74512
3,7.4084606
44,51.508816
479,428.91022
1,2.8099825
30,34.860382
35,40.48245
61,64.416794
112,109.34533
568,584.6983
49,43.638214
305,221.3223
38,23.455807
40,49.49641
560,661.2783
46,47.175014
22,22.543255
32,42.61371
49,32.404564
82,79.66537
30,22.787186
12,9.360127
37,38.57979
42,53.755882
0,24.988432
12,5.558619
18,13.01468
58,45.80927
6,15.474464
80,68.363365
37,34.46344
64,89.68106
5,10.053087
85,81.33505
30,35.045574
40,38.31063
48,50.144493
69,70.280174
0,18.566673
417,370.5995
61,47.336708
47,49.88506
58,71.93256
37,39.06735
54,51.097435
160,196.24084
0,7.5986648
6,7.654157
5,10.553985
44,43.612522
9,10.578496
7,1.8321881
185,229.60728
82,77.46726
47,55.88589
4,5.1920166
4,7.642792
17,13.052366
27,34.273476
32,34.21662
0,22.622189
5,1.1111299
0,38.031708
27,28.740524
19,27.448545
6,9.720969
53,56.398697
13,7.358098
0,12.937907
6,4.822596
46,39.847122
84,76.52108
0,21.975767
42,50.621582
15,14.306244
65,53.229088
94,72.08212
19,14.51469
42,41.965282
0,14.261141
34,20.670591
34,21.082455
252,220.56854
13,7.249075
39,50.50013
210,249.05478
41,33.411213
62,77.688934
25,30.006353
97,92.79095
39,42.513824
18,22.432386
9,8.736406
5,10.407227
7,2.1799116
260,243.73051
125,114.158325
95,71.10341
72,71.89882
50,45.938976
41,60.979862
56,49.44672
52,43.90795
64,41.10308
20,16.421213
16,19.39341
48,52.09687
43,52.946476
6,4.733907
5,7.3517346
191,241.88434
10,13.891062
27,26.956839
59,52.346493
62,59.530643
11,7.60102
35,43.33254
73,63.194386
332,365.6279
189,243.02155
28,34.02669
286,233.07367
78,70.72947
65,67.10906
94,129.16544
6,4.5302505
0,19.262169
63,61.46678
26,31.199085
36,18.404346
42,47.864822
40,48.320896
64,70.82457
270,295.44836
290,280.77655
13,15.058928
49,64.14308
21,15.116776
46,31.828144
9,12.683777
38,41.813393
45,65.57701
43,48.519176
115,102.23976
67,38.57979
23,24.865503
43,45.68081
28,18.520134
37,36.26463
0,16.25852
23,22.41823
48,36.459103
13,6.568729
8,1.5926566
85,72.88388
17,10.734285
63,47.440506
55,47.59507
2,4.095619
27,33.673847
8,9.23414
32,20.28904
225,280.96634
16,9.899255
68,42.624115
28,30.795738
60,43.800514
24,20.57179
41,39.903946
4,3.0586867
254,222.5789
57,49.14087
512,475.1736
52,49.082565
0,26.680183
62,58.201878
9,3.6655483
49,55.66171
2,0.17578255
119,83.51774
14,15.3039
333,280.3384
331,314.67285
55,67.47771
159,201.59811
33,32.718395
23,22.996134
85,79.14209
9,18.022953
8,2.8993077
73,92.22899
56,59.88159
32,44.347054
168,191.28822
44,41.466625
39,48.03387
21,21.019722
68,40.108494
90,67.75774
32,35.762474
51,61.642822
170,210.39935
41,56.694977
6,5.719654
17,20.397337
53,46.689407
24,14.230094
10,6.701899
30,32.408516
85,93.10599
62,52.39616
28,24.235304
26,28.827444
210,203.90262
377,280.99756
11,20.115643
11,10.857276
4,4.31177
47,59.820335
13,11.303151
182,180.99905
7,8.658334
5,11.082757
49,54.508976
70,83.102516
53,57.263233
246,246.98508
41,48.09065
34,21.008833
17,23.204979
56,65.50476
33,38.73018
39,43.638214
285,270.23398
3,2.8751523
20,19.593761
44,31.175486
3,3.3744376
47,56.053585
45,27.150513
20,15.907851
40,32.0745
48,49.230072
340,268.9434
40,22.529083
69,63.633728
46,35.978786
26,22.21092
41,22.091827
77,55.85562
47,65.17498
169,173.80934
19,21.4424
150,181.12973
23,20.524971
70,61.68749
66,61.92738
50,40.153347
1,1.2832725
5,8.729935
49,50.168232
6,11.746142
47,38.499054
43,40.965603
255,198.47919
15,11.495734
335,419.0598
22,15.125344
37,42.636215
32,47.334663
5,12.984191
48,58.454865
4,-1.0805396
3,0.5472357
37,36.1863
28,17.407663
24,20.517199
0,24.269833
71,32.404564
0,13.784866
204,244.02672
52,50.18742
56,72.41565
20,11.228081
273,242.19707
63,71.81469
0,3.7410522
51,57.09188
122,149.10378
22,19.763285
2,0.71758324
658,567.35187
34,27.978226
2,5.8581953
63,65.09172
203,173.06824
35,30.160072
33,40.842285
164,131.35962
35,37.28149
122,143.0511
2,-1.795555
62,58.585613
94,84.80061
37,18.293585
484,403.5695
220,291.45496
0,15.176798
54,60.607765
59,54.969254
52,40.45598
8,9.015334
35,42.98588
39,36.99149
56,64.65365
35,41.486774
51,43.941547
14,7.46295
38,45.217846
3,1.4232005
386,392.62894
48,34.452507
26,16.365414
6,6.422119
0,24.044004
30,37.479412
58,69.96738
28,32.52403
64,55.348858
45,54.05402
57,65.29053
19,22.366648
15,16.381224
139,115.97887
153,184.75616
38,39.21151
33,26.613728
0,13.750272
67,79.08681
25,26.826298
22,12.937907
4,5.8024254
558,569.8915
380,360.62067
43,57.942234
756,605.5045
9,10.058082
334,397.30005
49,51.21799
12,11.88624
45,29.730953
226,277.8614
236,215.34293
14,10.293954
65,54.77462
421,394.1527
42,49.741734
22,24.877605
68,83.817406
23,16.523666
23,21.603292
84,64.834755
10,15.288718
58,52.520515
44,39.622135
17,15.826389
6,10.049416
332,269.36655
14,7.9255834
0,17.76223
280,330.7269
29,16.185368
10,8.708898
3,-0.6103816
40,36.57857
6,9.958412
8,5.5129695
15,9.534581
406,487.93173
87,75.253654
556,429.03033
98,100.70965
48,61.720222
55,52.520515
54,48.742966
8,6.2178917
190,160.575
39,22.345829
0,20.024609
11,8.625936
61,68.749596
29,25.863556
154,112.95045
269,256.902
57,49.96232
7,9.115375
56,50.88178
74,70.79345
52,53.532795
46,36.4943
156,150.28406
117,80.050064
155,172.56836
29,36.29451
17,13.311986
36,44.513416
53,71.27064
418,481.77603
29,18.063955
54,52.43947
5,5.9443545
213,232.19289
34,27.815767
7,11.30186
4,4.845202
47,56.76093
172,136.5342
48,45.28322
53,58.39616
50,58.11387
74,63.234116
30,37.66271
64,60.110355
459,497.83728
29,29.460627
7,7.1517835
586,570.46436
313,292.35443
3,7.570208
48,37.87338
278,356.52527
1,3.9987953
30,28.353777
303,258.60822
72,35.413822
6,4.9158792
3,4.0112867
38,34.239353
13,12.713737
36,38.074066
33,38.549397
9,9.9587555
90,91.855576
48,44.786285
25,15.525489
22,26.646008
17,7.2497287
35,48.921795
30,43.611588
38,47.30022
16,23.448112
7,7.7391076
74,66.61889
0,13.588668
14,23.231169
4,5.3253007
39,34.785805
47,29.062054
0,22.960978
4,7.4259973
270,298.22083
301,299.32867
202,247.15419
84,41.775967
76,72.27072
231,264.0912
231,243.34715
30,39.008026
13,11.082757
57,58.612648
16,13.703286
34,37.28149
54,39.680565
33,36.17748
268,240.98384
41,60.85472
25,18.054655
99,81.00792
20,20.089079
328,319.0957
4,-1.2156146
88,79.246994
36,36.1368
45,37.930374
237,231.45616
39,48.996304
4,4.039245
91,73.98545
26,17.493664
35,27.470116
77,67.57827
51,59.657032
89,81.5996
156,201.05182
41,45.455338
22,17.417599
450,415.59433
33,21.13903
20,15.678391
5,7.4297886
44,39.4245
50,46.19372
53,31.345474
43,35.287006
36,44.212982
84,63.640076
298,362.88556
291,281.1704
28,33.632633
39,44.431534
14,17.565588
4,5.9212294
54,39.84352
34,34.89092
25,23.398136
2,2.343151
11,4.9681606
0,18.79802
6,10.567122
48,51.541035
0,8.625936
70,48.97228
76,40.96499
5,8.771019
4,6.0152187
0,13.335954
209,167.79556
4,7.169856
32,39.22758
30,35.82099
44,50.29786
81,34.346554
41,37.321106
98,73.01006
43,38.720078
65,58.65822
48,46.53227
34,28.068176
2,1.9187611
55,43.638214
27,37.144295
68,59.884624
11,10.405193
5,3.6892176
38,37.348183
30,30.777742
159,198.47919
87,101.182
39,57.90794
65,70.222855
222,183.01595
43,37.34336
75,53.405235
0,26.48359
29,30.17336
39,42.462753
22,28.857237
117,92.26183
78,77.626175
162,173.94728
145,187.94844
53,47.45344
393,353.66882
64,44.698776
14,17.325651
29,18.742365
175,184.60452
24,12.49865
5,2.962451
70,64.12856
20,19.014622
96,101.06487
398,321.92123
18,10.318247
54,45.204872
136,167.73808
55,50.77102
27,27.86272
72,68.633446
209,172.9853
64,60.60973
0,17.75429
10,12.879049
14,12.30627
6,13.24105
70,65.054016
43,52.73183
0,12.958934
0,25.585964
26,35.087578
185,213.06891
215,186.27483
0,23.284208
64,66.09179
31,25.700092
169,218.10648
52,28.451202
0,25.734243
316,285.92426
120,80.148346
426,475.18353
151,161.14679
15,15.381702
0,15.764938
11,9.370825
57,53.755882
0,48.3279
19,12.461966
39,46.75915
49,42.540432
222,218.81836
109,108.10565
297,318.22122
42,42.257618
17,27.960575
1,1.7329245
39,49.68347
19,12.766243
57,34.571262
44,43.319412
27,15.92627
82,62.535686
49,68.235916
9,8.297881
7,9.722015
3,-1.953223
519,399.64465
509,533.2629
31,15.572773
35,17.99762
5,3.8011675
78,73.181564
6,10.612328
50,41.664955
16,19.109943
388,385.6987
211,262.58643
77,80.148346
65,72.28338
74,86.84231
321,381.99643
45,26.143705
36,22.345829
0,41.719444
0,26.511694
267,340.05927
231,225.8928
380,304.2792
173,197.15253
0,21.244835
21,19.092094
299,381.56104
50,52.63616
51,56.20507
22,22.348982
12,7.715705
0,15.882342
31,26.143705
21,24.422344
47,47.15908
0,15.369811
31,32.508
58,53.11155
7,9.378816
392,371.52646
78,83.479675
38,42.012974
45,50.894226
28,37.93205
80,84.83951
35,35.974083
8,2.6870635
311,374.7705
14,21.246998
257,259.1605
61,68.89017
53,54.726757
9,13.680598
4,2.1490662
39,34.1793
33,37.824207
11,4.1232905
45,69.779564
258,323.37924
228,285.22537
29,26.976805
54,56.445362
73,56.741222
81,66.24403
136,129.9076
6,5.744084
31,31.432777
92,89.301926
79,73.52886
61,29.442245
32,28.739672
290,336.3354
43,49.712795
18,19.57115
33,27.10428
25,29.775293
28,35.253418
36,45.070297
36,42.43767
334,405.3496
262,281.65234
19,22.173733
30,25.433846
13,9.683074
11,8.20997
48,47.78168
375,325.97186
60,62.45958
42,49.68347
305,327.3324
95,80.28573
47,55.03779
148,123.94538
487,443.51764
60,60.371235
270,270.1016
48,46.49834
145,183.13824
61,53.707546
64,48.246338
267,256.24408
45,52.870705
6,7.552466
29,29.294031
39,35.56123
23,18.578814
30,43.054504
36,26.26005
35,37.434578
0,21.642056
74,41.812157
54,49.831688
59,49.46573
10,7.530416
232,268.51248
56,50.837444
35,32.408516
0,20.772297
37,44.905785
62,64.64002
6,6.2862797
77,52.436127
48,40.278103
146,140.85347
40,37.3951
58,41.07978
35,31.27888
16,24.360756
17,14.809219
35,52.737885
48,51.092598
0,13.396277
6,11.016814
43,49.81956
82,91.30813
428,354.65863
7,10.496469
336,308.2778
29,29.176384
77,55.30158
355,347.0175
186,218.10648
50,43.537792
23,7.827014
31,33.663292
42,35.606518
37,39.951763
26,33.9508
35,23.980167
66,82.22811
59,61.97425
80,83.04975
84,84.42525
41,30.11741
8,4.375167
171,196.24084
24,25.61178
257,227.00143
33,35.55233
81,87.06713
42,27.166668
41,46.73044
47,44.90181
21,21.750898
323,273.7934
1,3.0916324
22,19.077457
42,37.94281
86,95.728874
58,75.51512
202,214.41289
0,29.410765
274,207.33708
0,26.312725
18,18.595795
478,487.3795
33,31.406834
342,279.01215
377,385.99008
29,25.787611
5,5.98356
5,7.248187
0,12.513962
61,50.266796
17,17.613085
77,97.250084
4,8.391949
58,71.37066
47,21.619267
312,316.3338
169,150.15619
49,41.395325
48,55.850235
271,270.33313
77,70.23234
158,183.38428
168,203.13977
32,25.240957
45,43.660435
20,24.871986
65,70.95179
40,39.995502
36,36.683525
291,344.77942
0,38.203358
45,44.23695
36,50.93347
292,374.98416
7,9.937045
3,5.47098
331,396.75586
3,4.1154923
34,41.662643
266,313.71268
55,58.11387
44,41.90596
5,3.4561286
21,17.417599
37,32.46406
0,27.337605
3,6.3106413
10,8.544758
1,3.9649692
71,64.15225
7,7.540513
46,25.700092
230,256.76828
80,77.76389
3,6.1127825
43,35.507465
254,254.1467
30,15.586959
74,60.85472
161,185.42401
18,10.022997
343,358.04492
45,40.1884
39,44.569775
293,267.1326
9,7.1111093
43,20.78611
29,36.22345
2,4.976533
26,29.810966
9,14.58062
444,449.97083
51,52.00843
75,58.021236
457,414.17325
75,72.297325
0,17.737535
33,39.155365
71,78.90168
231,273.92426
4,6.6297827
143,167.71997
34,36.5203
280,335.8811
56,61.965256
248,302.31577
29,18.060453
6,-2.2032266
134,132.40617
113,105.63524
416,315.33612
496,581.0192
37,24.898863
45,37.382145
45,38.826405
68,75.616066
59,63.034664
23,10.914396
2,2.800047
58,63.662937
210,236.93546
0,11.043181
40,41.613525
63,49.185856
138,122.20801
42,43.882374
70,88.70899
21,17.390152
8,9.015334
194,216.8609
275,283.91287
22,13.010324
105,72.09178
86,67.64908
44,48.582954
12,19.659607
3,10.315228
73,76.41374
74,68.20974
5,6.727413
63,48.447796
20,20.67163
33,32.323357
58,33.23897
5,18.240942
74,85.65897
423,392.9497
272,202.9918
40,49.712795
562,440.56213
4,2.4932055
30,26.33392
22,19.29556
77,49.60835
40,19.328714
5,4.923329
3,5.608648
78,84.99304
342,304.72147
18,9.072673
76,72.225235
97,86.866104
23,27.613728
51,53.35414
57,55.74459
55,51.479416
2,4.3841505
57,49.690388
34,31.828144
93,76.10805
12,14.599987
0,20.230597
0,21.991964
54,61.426624
43,54.663025
12,4.279066
0,10.420637
7,11.234245
57,56.978477
209,203.7421
8,14.019628
28,19.974226
15,22.427158
46,36.335644
3,-3.0259502
21,22.248108
0,11.307079
44,37.31827
10,4.623352
13,8.730028
0,21.08606
28,34.66241
38,47.789257
0,15.3534975
40,33.48709
17,15.613124
31,27.318642
227,288.21826
11,11.890824
126,101.003395
246,191.14276
190,209.28702
8,3.6004117
11,16.409672
73,51.41211
97,76.60416
304,246.59514
59,48.710457
10,7.111547
11,12.657651
38,34.162617
22,14.106442
44,63.36269
9,8.304042
3,0.45691934
36,34.127926
5,13.042697
43,21.2971
37,19.606733
39,39.36694
0,15.288718
73,70.28328
45,44.8116
277,229.45259
53,52.01515
49,18.884325
26,30.763237
33,36.380096
80,88.298294
7,8.0160475
567,451.35086
140,170.90855
53,47.78021
4,7.775251
29,19.30665
265,232.34268
33,28.574228
67,54.953762
148,119.80854
24,15.219638
0,16.78172
0,16.259903
41,57.894775
37,39.279484
23,23.919579
293,296.50845
91,78.47267
42,50.534103
50,55.81785
4,7.173059
14,9.253127
14,15.986165
38,43.638214
219,278.52753
130,104.772255
34,31.926365
53,44.38301
55,47.467503
151,159.96248
159,188.72495
16,14.078266
53,39.552933
24,32.73732
227,232.74638
36,30.423544
33,33.21114
45,42.338024
