y_test,y_pred
162794.02,144523.67
90093.39,91997.414
31977.66,34991.312
132501.08,118225.18
152708.97,173636.48
120239.44,125344.32
1125670.13,1128553.2
40461.77,28679.973
25093.18,24917.424
141591.08,138676.08
40413.42,34828.684
64274.83,67467.99
107556.45,97965.125
125024.53,143125.11
0.0,25920.756
68722.89,44207.19
34697.97,28845.803
43296.52,26682.248
100160.12,100880.2
178671.24,153592.16
67354.81,77682.805
680992.69,673755.25
24416.53,23785.576
127226.24,139847.64
178546.84,194947.98
37462.9,35057.34
114868.16,106390.93
67683.76,46022.543
126613.64,128199.836
350507.43,347918.75
130295.34,119789.76
87705.38,93194.34
70332.96,51590.03
204447.17,93524.81
0.0,143141.97
87270.05,87777.12
99664.65,112895.92
93599.07,89404.445
382350.4,395365.25
42574.77,25751.135
49590.27,27112.508
180426.01,161688.16
146552.25,122299.09
100117.47,98840.83
36262.83,42812.45
123400.99,110384.9
141115.43,81653.125
668971.42,674348.7
476739.39,498541.25
29704.82,37285.465
97871.38,101029.414
162607.92,141550.03
102353.78,103298.43
103077.66,120773.234
138115.67,162001.77
102598.86,114147.21
58262.47,75945.13
69562.69,95047.27
165305.93,145371.83
169693.93,161741.58
38425.82,27035.19
197687.58,211517.1
140578.9,151561.88
121776.68,148894.31
16359.67,15264.302
413941.37,400486.53
22146.57,13294.106
415725.56,461813.16
0.0,36792.77
0.0,50910.414
61331.4,28323.652
74431.12,68356.33
956724.37,952288.7
99493.11,99365.95
95839.23,87011.17
140730.31,137767.69
177225.39,193213.4
263873.2,226469.64
93057.18,99695.81
24709.37,16264.37
154340.42,161491.83
535830.56,546728.44
86511.07,98784.32
125031.47,141047.77
50990.6,53477.316
545527.88,533788.94
1019276.46,1040295.6
132813.27,151135.81
90117.83,85491.25
66717.45,66035.75
104237.15,96813.74
347534.39,372328.28
229161.3,192419.08
89642.46,89406.945
0.0,19467.84
331127.14,340334.75
469382.57,461465.88
135138.68,131163.39
114623.38,117498.266
121320.98,26193.799
91559.73,101571.945
87066.64,87459.4
40138.73,35354.113
169499.34,187895.33
73296.96,68421.19
93222.45,106913.08
624156.96,632929.56
107176.83,121173.97
118276.2,125483.984
126957.99,127019.35
110213.42,110564.04
31766.7,19998.035
72362.21,54525.11
80124.69,100824.625
479184.35,482694.78
110040.14,117464.87
115111.46,105165.6
99277.86,105148.13
0.0,50841.76
152164.22,135632.45
55853.9,29163.178
52641.9,61959.6
104788.24,106794.01
213759.9,187039.33
182448.02,206962.73
59373.68,39737.285
383157.6,399339.03
167663.03,179812.03
38084.73,31071.78
119601.2,136634.55
180006.13,160970.69
79273.52,81700.836
733558.94,747935.5
111091.55,100024.58
106544.41,101529.76
873660.95,866498.7
80686.27,95215.58
82467.29,87513.14
96530.27,98977.33
178542.1,163071.77
242413.36,218990.89
1161069.43,1160881.0
82384.65,85963.84
455298.0,451392.28
58340.83,47994.688
119242.55,119182.555
1356081.45,1304310.6
123777.04,120976.85
62558.09,46912.9
80098.28,80704.07
71580.64,69102.25
141565.1,144339.45
76691.57,45711.336
212738.33,181391.12
84828.92,81780.94
97118.96,108515.11
0.0,48860.26
21309.7,7399.037
41323.85,23785.576
98834.76,92543.555
194689.2,173810.98
130149.4,137687.53
92421.86,85868.516
143412.52,174337.33
167515.05,197361.3
149847.26,161941.47
63926.93,69761.16
82420.01,74491.09
119466.55,118324.5
133277.29,143594.83
0.0,37028.72
695670.7,735109.06
105598.67,92336.3
112813.31,128216.88
129611.9,143769.31
88771.9,76937.805
79847.76,96834.734
395146.99,383641.84
0.0,12687.985
112932.07,122550.34
205396.12,183849.69
104483.64,109888.93
221166.0,205998.77
93801.16,91604.68
451805.83,452663.0
179197.64,160046.45
104370.39,110122.414
104761.06,110103.07
94932.1,111438.125
37736.85,25700.709
79790.13,86140.34
92423.0,87037.72
0.0,47384.715
77741.67,108247.39
0.0,81144.414
69993.17,67820.625
55399.21,66226.75
167999.68,158795.2
104583.25,115569.87
29181.9,9521.686
0.0,24886.387
144589.87,153017.0
86685.42,79013.83
167019.6,150639.2
0.0,44468.62
116356.0,134378.78
32258.98,32419.164
114041.9,96519.99
164522.01,143141.97
50533.49,33799.574
94964.68,108109.875
0.0,24989.223
63724.1,42717.21
51177.96,43739.535
435396.54,430311.44
139322.12,118901.4
117739.36,123577.28
469434.84,496140.75
81429.25,68571.164
157531.45,153001.12
46474.84,61850.754
209065.13,180676.7
102295.96,107535.72
37908.43,44868.902
114209.85,137806.77
125123.32,150875.72
141155.34,142068.7
474532.98,493705.84
250411.03,240802.0
154838.28,138926.45
123947.96,141611.83
105561.24,120238.85
110723.34,121500.16
120613.83,123525.99
90323.02,85880.69
93905.08,82022.31
30934.77,31696.004
40806.2,38803.92
100828.69,101004.234
96168.35,104725.695
161594.12,155093.38
155097.2,142170.97
475174.65,491274.2
199911.91,175021.88
42713.53,56209.355
108283.54,107437.63
98658.3,115235.9
180128.8,161772.1
57354.94,82433.01
132851.86,125422.54
696835.2,731479.25
466252.66,482835.84
79868.79,86552.05
450057.75,459459.2
138469.6,140041.42
128477.97,134038.19
204355.94,254623.28
85090.0,98506.95
0.0,39160.703
124760.87,120600.85
57450.55,61313.285
68664.94,35892.54
94470.42,93105.17
83419.53,94769.91
148795.5,141984.28
529423.49,589374.44
554414.35,552834.75
37137.89,38346.598
114087.0,131083.97
50585.46,32723.598
65851.26,62146.11
236386.29,208406.95
75944.67,81425.55
118067.16,127019.35
122073.22,122157.09
228373.23,210307.97
144432.11,81780.94
67842.46,63586.58
81994.84,90412.26
45161.07,37565.094
98187.54,89387.305
0.0,28372.357
42027.61,46256.92
83951.69,80175.69
24238.35,14679.867
78473.42,84049.71
149717.02,145945.02
30853.97,21741.318
97827.88,92272.29
90355.5,93084.03
70416.25,93774.836
60030.84,64906.855
21637.07,11495.105
62372.57,39669.49
522614.04,559060.9
32652.65,25365.08
104329.48,93743.766
82258.73,77344.96
125704.94,114461.07
308709.08,308613.06
89844.17,100549.6
127312.01,138467.11
451434.25,437821.38
112893.85,96701.72
913557.02,954031.1
132307.22,123135.87
0.0,56810.63
127703.39,116107.52
145295.58,146404.47
133936.65,137267.56
71344.61,87507.7
186020.65,167966.94
38713.19,38213.07
563234.59,555224.94
619369.82,617667.5
137831.31,135442.94
380529.34,394682.5
57340.09,65834.84
65634.45,58291.13
176334.57,157364.12
310240.51,263338.9
105650.83,106212.77
165549.21,182833.39
133187.42,118545.73
74517.36,83808.055
376883.35,372762.38
82088.53,84315.06
116671.55,113429.89
45410.54,36773.977
129239.09,86553.85
149327.05,135080.69
96977.01,87547.91
105166.73,126218.72
414515.01,413077.22
101387.56,111239.69
17447.13,9846.587
46095.08,40991.312
109582.71,115342.016
55177.77,26336.904
167392.51,160430.42
84131.21,78861.75
148221.54,183321.97
99869.55,103491.6
61475.6,61200.85
73219.87,69089.75
378523.34,397553.3
582544.45,567931.7
273168.28,299985.2
190657.83,170188.77
85603.95,98187.27
107547.49,117579.15
172672.36,154759.28
341031.75,351909.4
184498.05,159353.94
137822.01,155501.52
92128.48,108268.93
160896.56,167287.31
137809.06,145730.25
458829.61,490607.2
86777.44,94812.62
65718.87,48662.996
322364.4,248064.52
124080.81,127474.12
79913.92,77808.62
81916.01,85963.84
474152.88,511995.7
92898.81,93060.05
40043.33,38871.684
88326.62,80580.51
10868.51,4855.8438
101267.22,111149.31
78549.39,57237.25
42818.64,32190.291
85037.6,80751.26
140855.1,124621.04
528988.4,536117.75
63865.62,47494.31
165479.93,156305.84
78581.54,72945.664
65367.48,45537.234
66352.98,47421.73
117291.9,110426.58
123954.19,129835.03
333062.18,344559.72
49806.86,51481.047
356892.47,362578.44
56660.61,43746.676
142945.78,122583.875
150553.85,152214.8
72021.84,77102.31
82275.78,83802.01
124383.1,139994.58
113630.03,98746.125
207250.05,189324.84
85000.01,74888.36
76750.19,83050.48
393574.97,392096.5
219839.97,221467.17
804177.38,809601.56
50426.75,28500.021
88201.09,81271.48
79175.0,93340.92
153220.61,137123.44
100009.36,116599.55
49203.28,53233.555
105130.3,128236.46
95436.02,87910.875
304771.27,259297.4
56689.76,43746.676
0.0,51905.625
110214.52,69406.09
0.0,24530.217
490331.34,482900.53
119456.25,122299.09
137312.38,144092.84
45352.28,23086.305
474575.13,478065.6
149559.53,139232.72
0.0,4521.049
103871.38,116109.12
299658.58,287722.66
56341.18,40532.4
65221.65,78489.07
1102740.07,1151251.2
77010.73,64943.594
48392.51,154967.03
149537.57,118138.086
364451.08,356929.97
86842.48,75869.96
88544.09,80724.7
263306.99,260314.17
80885.21,72254.18
279540.56,279836.6
55366.25,81743.19
123135.56,113020.055
168678.61,166985.81
59942.96,31758.484
761765.84,799898.8
527847.77,557433.6
0.0,28679.973
129346.35,124959.96
106720.08,110851.336
88281.25,81452.945
176935.75,150034.19
83267.39,83534.32
97169.07,64087.457
120544.45,128778.555
71698.44,80483.86
90511.46,90859.26
36242.46,15056.012
108128.02,114061.08
99057.89,99178.15
836163.73,788292.3
98523.94,87952.33
51629.52,31432.777
19653.64,7597.759
0.0,45772.098
64030.18,72731.06
145907.64,136702.42
77752.73,77586.586
99541.54,109589.65
124305.39,133205.06
137502.59,132783.61
43963.09,46784.42
33582.14,32256.578
253708.95,237206.02
342555.42,354403.66
71127.35,77270.83
70669.57,54298.99
0.0,27798.477
166296.73,159692.97
73123.7,68523.61
34768.94,24886.387
89179.55,108816.69
1124960.63,1166102.8
668299.86,736265.75
104525.51,113663.43
1240468.23,1200169.6
252710.38,248957.34
776967.19,780102.25
133924.64,129647.336
175119.89,185627.08
82576.48,61307.62
546810.03,550341.5
429999.71,436057.38
184280.07,168129.39
97625.95,122025.4
744589.93,775302.25
122848.59,123152.43
63028.08,54902.473
173867.64,165126.77
57794.64,37445.727
46872.21,43199.555
147113.61,128053.06
31786.56,31071.78
124547.35,124060.375
90385.38,100146.47
32500.5,35367.816
138931.63,154153.42
526197.4,511657.78
26390.17,10535.397
0.0,38763.297
592846.34,638243.44
58140.29,31958.836
156868.32,167648.9
69090.16,77319.11
95367.68,88916.945
147242.73,166604.78
129062.16,150070.5
21956.91,13712.773
929641.53,946623.44
164147.02,152612.92
850765.96,847013.7
181568.6,200257.64
137505.58,156866.52
144661.1,124060.375
127992.64,119141.414
15832.73,10256.37
324000.72,324866.47
81088.12,43473.07
0.0,41253.617
28378.25,16308.682
132177.63,135972.52
59935.42,61818.15
235991.24,236695.56
511313.12,511861.12
111135.31,99974.74
147507.95,164821.06
109482.62,99440.53
134133.47,133441.78
152049.31,134418.28
98835.33,91097.37
290264.82,300362.28
184955.02,162790.81
335542.84,350926.8
85747.62,86892.89
39002.3,27689.783
84578.88,91578.41
122855.7,142688.83
958962.0,939355.56
56516.82,38587.996
89405.24,102952.836
85135.97,102661.41
445895.97,455217.16
81227.65,65674.516
167989.3,151944.25
401628.93,127986.04
105097.29,108154.23
262381.82,271330.4
108639.52,113228.82
107049.19,116687.6
107649.96,118338.945
125713.42,126231.69
72285.65,75346.6
123500.1,119229.45
1020432.25,996318.25
66586.06,70949.84
176380.34,155480.77
1108186.7,1120407.0
586400.1,574668.75
106599.47,100061.21
76839.16,74772.164
671967.31,688625.8
94152.68,94524.7
71212.77,73935.125
465275.49,487807.72
117370.37,71199.9
112389.56,126473.06
80236.26,91560.086
75373.16,67096.805
34936.82,25581.7
78920.73,73862.03
92019.19,97329.21
214335.58,171933.44
168252.92,187970.53
119768.78,116579.11
53932.99,31009.227
56708.02,57185.094
30281.27,16991.152
73378.87,92680.42
67389.31,83186.0
81758.47,92365.24
44994.96,48139.656
162517.87,142858.95
183037.04,163007.58
0.0,25497.95
39794.59,52226.605
103429.85,114796.28
70338.61,67810.33
95015.87,62862.164
0.0,42812.45
118659.74,137744.33
549589.62,571974.1
565273.88,607653.44
495808.84,495082.78
137391.76,86383.74
146000.96,143886.55
498464.25,530965.56
507295.45,483103.97
