Time,"Core CPI,seas.adj,,, [CORESA]","CPI Price, % y-o-y, not seas. adj.,, [CPTOTSAXNZGY]","Real Effective Exchange Rate,,,, [REER]","Retail Sales Volume,Index,,, [RETSALESSA]","Unemployment rate,Percent,,, [UNEMPSA_]"
01.01.2000,..,29.62912204725,49.07530595238,..,11.9728462318
02.01.2000,..,25.74033913263,49.36472452381,..,11.66515282993
03.01.2000,..,22.93608478829,50.27132913043,..,11.15222326581
04.01.2000,..,20.09951898534,50.8271725,..,10.87367773492
05.01.2000,..,19.00643956461,53.38399586957,..,10.70285219384
06.01.2000,..,19.19681019274,53.48980681818,..,10.51640802461
07.01.2000,..,18.10566980843,55.52054285714,..,10.50262474918
08.01.2000,..,17.77442320547,57.15709304348,..,10.29697666926
09.01.2000,..,18.4140776033,58.43115166667,..,10.08340954973
10.01.2000,..,19.7186520337,60.08397863636,..,9.83609369473
11.01.2000,..,20.28948079969,61.0195125,..,9.53531207475
12.01.2000,..,21.08328607672,59.9409702381,..,9.48033819602
01.01.2001,..,21.56892298517,59.67879543478,..,9.38089843486
02.01.2001,..,22.81829970534,61.18485225,..,9.2701422076
03.01.2001,..,23.90241562649,62.98222227273,..,9.22660126462
04.01.2001,..,24.59661912095,64.24594571429,..,9.15437655212
05.01.2001,..,24.14605824628,65.14776673913,..,9.09092302289
06.01.2001,..,22.65959515166,66.72971380952,..,9.02051729761
07.01.2001,..,21.16191891349,66.94688295455,..,9.01180704681
08.01.2001,..,20.17272967934,65.14138478261,..,8.90099828399
09.01.2001,..,19.98392841077,64.80734775,..,8.90078023668
10.01.2001,..,19.31601300603,65.55785630435,..,8.74408406931
11.01.2001,..,19.21374302834,66.29717795455,..,8.52696132
12.01.2001,..,19.30885231764,66.10707642857,..,8.17819375269
01.01.2002,..,19.59400217101,67.40483195652,..,7.9881412857
02.01.2002,..,18.02794914046,68.015388,..,7.69051277253
03.01.2002,..,16.73642712716,67.70883190476,..,7.90672597052
04.01.2002,..,15.73350095118,67.40182045455,..,8.04448126544
05.01.2002,..,15.48530679055,67.19400521739,..,8.16972386568
06.01.2002,..,14.15972741387,65.971899,..,8.01876775314
07.01.2002,..,14.63102069122,65.02804826087,..,7.91206746563
08.01.2002,..,14.87678682578,65.50820863636,..,7.69854843641
09.01.2002,..,14.91783327968,65.37913642857,..,8.01127631062
10.01.2002,..,15.09637370229,65.87187695652,..,8.2508529276
11.01.2002,..,15.42829635,65.68929952381,..,8.42746541268
12.01.2002,50.76591154261,15.34910489623,65.70160681818,..,8.58333824948
01.01.2003,51.28833410387,14.56218792302,65.68227413043,..,8.49796477544
02.01.2003,51.7259978425,14.9369247751,66.454403,..,8.50823825275
03.01.2003,52.09431345354,14.70707851083,67.4942752381,..,8.48988246534
04.01.2003,52.44413623054,14.38929345637,68.30694636364,..,8.4338959081
05.01.2003,52.85868392665,13.45640292252,66.9836425,..,8.44651996637
06.01.2003,53.35799044537,13.79008528069,68.18450190476,..,8.40831914674
07.01.2003,53.78486669749,13.81921841131,69.93492934783,..,8.41799373179
08.01.2003,54.21944829712,13.29941647413,70.33185238095,..,8.30526590102
09.01.2003,54.66635845277,13.28428398473,69.13299818182,..,8.12648432636
10.01.2003,55.3767914933,13.26940146721,69.06316630435,..,7.85933876296
11.01.2003,55.91000154107,12.58387980847,70.36002275,..,7.54461174386
12.01.2003,56.42625982432,12.07305112526,69.89979543478,..,7.88051429694
01.01.2004,56.83464324241,11.34279950028,71.11048068182,..,8.20873857489
02.01.2004,57.25227307752,10.58807550747,72.4211835,..,8.41872057965
03.01.2004,57.64986900909,10.16871612954,73.74166217391,..,8.07885563215
04.01.2004,58.15225766682,10.15188752652,74.42928181818,..,7.82582523188
05.01.2004,58.63923562953,10.18496158308,74.62602738095,..,7.4163035289
06.01.2004,59.08922792418,10.16549449253,74.23574727273,..,7.4966564302
07.01.2004,59.64555401449,10.41913138899,74.34736409091,..,7.41378753823
08.01.2004,60.08784096163,11.22192281888,74.47303727273,..,7.40339150713
09.01.2004,60.44999229465,11.29518494651,74.44437181818,..,7.53421101331
10.01.2004,61.12960394514,11.47739237724,74.22544642857,..,7.67495130076
11.01.2004,61.71675142549,11.69330397924,74.13342522727,..,7.77089108986
12.01.2004,62.31622746186,11.78092651054,74.91955086957,..,7.5874772602
01.01.2005,62.77084296502,12.75021925978,77.36063166667,..,7.40222516754
02.01.2005,63.20080135614,12.9652486044,78.09962375,..,7.20922853833
03.01.2005,63.71243643088,13.56651181032,79.10903347826,..,7.16800403902
04.01.2005,64.31345353675,13.79363041314,80.16826857143,..,7.12080617411
05.01.2005,64.85591000154,13.90174133861,80.89143681818,..,7.20083972099
06.01.2005,65.35521652027,13.74736100054,81.58265272727,..,7.19081179613
07.01.2005,65.77438742487,13.20607389226,82.0960252381,..,7.21357223367
08.01.2005,66.1365387579,12.51099570901,81.15159521739,..,7.30894343473
09.01.2005,66.4817383264,12.20798426741,81.32613795455,..,7.13489745364
10.01.2005,66.84543072893,11.57976484892,82.19005404762,..,7.08946835556
11.01.2005,67.16597318539,11.23721386957,83.2862825,..,6.90462800357
12.01.2005,67.52350130991,10.93076959453,83.17817659091,..,6.98413147331
01.01.2006,67.9966096471,10.75868856914,85.00062545455,..,6.99472466581
02.01.2006,68.78563723224,11.20057099428,87.210927,..,7.09627261443
03.01.2006,69.25874556943,10.61302429041,88.59724217391,..,7.05911870577
04.01.2006,69.59007551241,9.84336366489,88.4199525,..,7.42506475598
05.01.2006,70.01078748652,9.46465626562,88.02640804348,..,7.68267809194
06.01.2006,70.44382801664,9.05528931487,89.53715272727,..,7.38914707145
07.01.2006,70.91231314532,9.29396803251,90.22936190476,..,7.21371196241
08.01.2006,71.38696255201,9.58435948907,90.00616043478,..,6.90521559683
09.01.2006,71.72907998151,9.32152946424,90.21824357143,..,6.93754960105
10.01.2006,71.99106179689,9.05050777539,90.28656704545,..,6.80631107167
11.01.2006,72.36400061643,8.97083602443,90.17933181818,..,6.73972051053
12.01.2006,72.84635537063,8.9928196413,90.03399190476,..,6.59283124572
01.01.2007,73.21004777315,8.273442599,91.85817391304,..,6.37151783958
02.01.2007,73.54291878564,7.65599517768,92.77220475,..,6.38786403072
03.01.2007,73.87116658961,7.40765907432,92.95391863636,..,6.15139368601
04.01.2007,74.30728925875,7.66288419371,92.84301761905,..,6.10726011174
05.01.2007,74.71259053783,7.80853448462,93.06763195652,..,6.07769685463
06.01.2007,75.26583448914,8.4612661586,93.66679761905,..,5.99947154724
07.01.2007,76.05486207428,8.69438254019,94.18850295455,..,6.02031309654
08.01.2007,76.89166281399,8.58669416914,94.01175391304,..,6.0038804197
09.01.2007,77.91185082447,9.2717506452,94.1278515,..,5.93680846132
10.01.2007,79.41901679766,10.7282933201,95.16205717391,..,5.92114195674
11.01.2007,80.23578363384,11.43541381437,95.36893977273,..,5.86067249703
12.01.2007,80.91847742333,11.8683580852,96.00450571429,..,5.79083334367
01.01.2008,81.6520265064,12.62005733088,97.29164782609,..,5.84667735609
02.01.2008,82.40406842349,12.72972297556,97.19010166667,..,6.17882502763
03.01.2008,83.23470488519,13.39931709394,97.91032238095,..,5.75799081342
04.01.2008,84.3427338573,14.35569336416,98.88654954545,..,5.584878221
05.01.2008,85.50007705348,15.13237778649,99.44055227273,..,5.57601373522
06.01.2008,86.56187394051,15.14948784064,100.1268852381,..,5.82100027993
07.01.2008,87.42641393127,14.79276764579,100.50802891304,..,6.01811565452
08.01.2008,88.30020033904,14.97458613413,100.28711333333,..,6.29943199552
09.01.2008,89.25104022191,14.92327206756,99.50036022727,..,6.64690970456
10.01.2008,90.30667283094,14.17132446607,101.9959973913,..,6.84128193656
11.01.2008,91.22823239328,13.75332027792,103.563993,..,7.0874217842
12.01.2008,91.96794575435,13.27189958704,99.757045,..,7.50226524074
01.01.2009,92.95731237479,13.40195478011,92.24758159091,..,7.58908257321
02.01.2009,94.40745877639,13.88342560345,85.197257,..,8.4694320577
03.01.2009,95.5879180151,14.00727021337,88.63736272727,..,8.24322155911
04.01.2009,96.45862228387,13.20569908659,90.45916136364,..,8.34101041491
05.01.2009,97.12590537833,12.33008200562,92.79235833333,..,8.67650613819
06.01.2009,97.69456002466,11.92856623142,94.319855,..,8.66337164629
07.01.2009,98.15996301433,12.05558551118,93.20417282609,..,8.42395409628
